node_id,node_type,name,description,start_date,end_date,metadata
p137,Person,Edmund Herring,"Portrait of Lieutenant General Sir Edmund Herring byWilliam Dargie, which won theArchibald Prizein 1945","(1892-09-02)2 September 1892Maryborough,Victoria Colony","5 January 1982(1982-01-05)(aged 89)Camberwell, Victoria, Australia","{""Allegiance"": ""United KingdomAustralia"", ""Branch"": ""British Army(1913–19)Australian Army(1922–51)"", ""Years of service"": ""1913–19191922–1951"", ""Rank"": ""Lieutenant General"", ""Service number"": ""VX15"", ""Commands"": ""I Corps(1942–44)New Guinea Force(1942–43)II Corps(1942)Northern Territory Force(1942)7th Military District(1942)6th Division(1941–42)Royal Artillery, 6th Division (1939–41)22nd Field Artillery Brigade (1937–39)4th Field Artillery Brigade (1934–37)2nd Field Artillery Brigade (1929–34)B Battery, 99th Brigade,Royal Field Artillery(1918–19)"", ""Battles / wars"": ""First World WarBattle of DorianSecond World WarNorth African campaignWestern Desert campaignBattle of GreeceNew Guinea campaignKokoda Track campaignHuon Peninsula campaignFinisterre Range campaignOperation CartwheelSalamaua-Lae campaign"", ""Awards"": ""Knight Commander of the Order of St Michael and St GeorgeKnight Commander of the Order of the British EmpireDistinguished Service OrderMilitary CrossKnight of the Order of St JohnEfficiency DecorationDistinguished Service Cross(United States)War Cross, 1st Class(Greece)"", ""Spouse(s)"": ""Dame Mary Herring​​(m.1922; died1981)​"", ""Other work"": ""Chief Justiceof theSupreme Court of VictoriaLieutenant governorofVictoria""}"
p138,Person,Arthur Allen,,,,{}
p139,Person,George Vasey,,,,{}
p140,Person,SCSWPA,,,,{}
p141,Person,John Lavarack,,"(1885-12-19)19 December 1885Kangaroo Point, Queensland","4 December 1957(1957-12-04)(aged 71)Buderim,Queensland","{""Monarchs"": ""George VIElizabeth II"", ""Premier"": ""Ned HanlonVince GairSir Frank Nicklin"", ""Preceded by"": ""Sir Leslie Wilson"", ""Succeeded by"": ""Sir Henry Abel Smith"", ""Spouse"": ""Sybil Nevett Ochiltree"", ""Children"": ""John Ochiltree Lavarack, Peter Lavarack, James Wallace Lavarack (co-discoverer of the Gulf snapping turtle)[1]"", ""Profession"": ""Soldier"", ""Allegiance"": ""Australia"", ""Branch/service"": ""Australian Army"", ""Years of service"": ""1905–1946"", ""Rank"": ""Lieutenant general"", ""Commands"": ""First Army(1942–44)I Corps(1941–42)7th Division(1940–41)Southern Command (1939–40)3rd Military District(1939–40)Chief of the General Staff(1935–39)Royal Military College, Duntroon(1933–35)"", ""Awards"": ""Knight Commander of the Order of St Michael and St GeorgeKnight Commander of the Royal Victorian OrderKnight Commander of the Order of the British EmpireCompanion of the Order of the BathDistinguished Service OrderMentioned in Despatches(4)Croix de guerre(France)""}"
p142,Person,Sixth Army,,,,{}
p143,Person,Walter Krueger,,"(1881-01-26)26 January 1881Flatow,West Prussia,German Empire","20 August 1967(1967-08-20)(aged 86)Valley Forge, Pennsylvania, United States","{""Buried"": ""Arlington National Cemetery,Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1898–1946"", ""Rank"": ""General"", ""Service number"": ""0-1531"", ""Unit"": ""Infantry Branch"", ""Commands"": ""Sixth ArmySouthern Defense CommandThird ArmyVIII Corps2nd Infantry Division16th Brigade6th Infantry Regiment55th Infantry Regiment"", ""Battles / wars"": ""Spanish–American WarOccupation of CubaPhilippine–American WarBorder WarPancho Villa ExpeditionWorld War IWorld War IIOperation CartwheelWoodlark–Kiriwina campaignBattle of SaidorWestern New Guinea campaignBattle of HollandiaBattle of AitapePhilippine campaignBattle of LeyteBattle of LuzonOccupation of Japan"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(3)Navy Distinguished Service MedalLegion of Merit""}"
p144,Person,Oscar Griswold,,"(1886-10-22)October 22, 1886Ruby Valley,Nevada, United States","September 28, 1959(1959-09-28)(aged 72)Colorado Springs, Colorado, United States","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1910–1947"", ""Rank"": ""Lieutenant General"", ""Service number"": ""0-2883"", ""Unit"": ""Infantry Branch"", ""Commands"": ""Third ArmySeventh ArmyII CorpsXIV CorpsIV Corps4th Infantry Division"", ""Battles / wars"": ""World War IMeuse–Argonne offensiveWorld War IIOperation CartwheelSolomon Islands campaignBougainville campaignPhilippines campaignBattle of Manila"", ""Awards"": ""Army Distinguished Service Medal(2)Navy Distinguished Service MedalSilver Star(2)Legion of MeritBronze Star MedalPurple Heart"", ""Signature"": """"}"
p145,Person,Alexander Vandegrift,18th Commandant of the Marine Corps (1944–1947),"(1887-03-13)March 13, 1887Charlottesville, Virginia, U.S.","May 8, 1973(1973-05-08)(aged 86)Bethesda, Maryland, U.S.","{""Birth name"": ""Alexander Archer Vandegrift"", ""Nickname(s)"": ""Archie[1]"", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Marine Corps"", ""Years of service"": ""1909–1949"", ""Rank"": ""General"", ""Commands"": ""Commandant of the Marine CorpsI Marine Amphibious Corps1st Marine Division"", ""Battles / wars"": ""Banana WarsOccupation of VeracruzNicaraguan InterventionHaitian InterventionWorld War IChinese Civil WarWorld War IIBattle of GuadalcanalBattle of Bougainville"", ""Awards"": ""Medal of HonorNavy CrossNavy Distinguished Service MedalKnight Commander of the Order of the British Empire(United Kingdom)Companion of the Order of the Bath(United Kingdom)Knight Grand Cross of the Order of Orange-Nassau(Netherlands)Grand Officer of the Legion of Honour(France)"", ""Spouse(s)"": ""Mildred Strode (m. 1909-1952)Kathryn Henson (m. 1953)"", ""Children"": ""Col. Alexander Vandegrift, Jr.""}"
p146,Person,Roy S. Geiger,"Lieutenant General Roy S. Geiger, U.S. Marine Corps","(1885-01-25)January 25, 1885Middleburg, Florida, US","January 23, 1947(1947-01-23)(aged 61)Bethesda, Maryland, US[1]","{""Preceded by"": ""Hideyoshi Obata(last Japanese military governors)"", ""Succeeded by"": ""Henry Louis Larsen"", ""Resting place"": ""Arlington National Cemetery"", ""Spouse"": ""Eunice Renshaw Geiger​​(m.1917)​"", ""Children"": ""2"", ""Nickname"": ""\""Jiggs\""[2]"", ""Allegiance"": ""United States"", ""Branch"": ""United States Marine Corps"", ""Years of service"": ""1907–1947"", ""Rank"": ""General"", ""Commands"": ""1st Marine Aircraft WingI Amphibious CorpsIII Amphibious CorpsTenth ArmyFleet Marine Force, Pacific"", ""Battles / wars"": ""Philippine–American WarBanana WarsNicaragua interventionHaiti interventionWorld War IWorld War IIBattle of GuadalcanalBattle of BougainvilleBattle of GuamBattle of Okinawa"", ""Awards"": ""Navy Cross(2)Navy Distinguished Service Medal(3)Army Distinguished Service Medal""}"
p147,Person,Harold Barrowclough,"Barrowclough, circa 1954","(1894-06-23)23 June 1894Masterton, New Zealand","4 March 1972(1972-03-04)(aged 77)Auckland, New Zealand","{""Nominated by"": ""Sidney Holland"", ""Appointed by"": ""The Lord Norrie"", ""Preceded by"": ""Humphrey O'Leary"", ""Succeeded by"": ""Richard Wild"", ""Branch/service"": ""New Zealand Military Forces"", ""Years of service"": ""1913–19311940–1945"", ""Rank"": ""Major General"", ""Commands"": ""Northern Division3rd Division"", ""Awards"": ""Knight Commander of the Order of St Michael and St GeorgeCompanion of the Order of the BathDistinguished Service Order&BarMilitary CrossEfficiency DecorationMentioned in dispatches(2)Croix de Guerre(France)War Cross(Greece)Legion of Merit(United States)""}"
p148,Person,Third Fleet,Third Fleet Logo,,,"{""Active"": ""15 March 1943 – 7 October 19451 February 1973 – present(52 years, 5 months)"", ""Country"": ""United States"", ""Branch"": ""United States Navy"", ""Type"": ""Fleet"", ""Part of"": ""United States Pacific Fleet"", ""Garrison/HQ"": ""Naval Base Point Loma"", ""Website"": ""https://www.c3f.navy.mil/"", ""Commander"": ""VADMJohn F.G. Wade"", ""Deputy Commander"": ""RDMLRichard W. Meyer"", ""Command Master Chief"": ""CMDCMH. Trenton Schmidt"", ""Notablecommanders"": ""FADMWilliam F. Halsey""}"
p149,Person,William F. Halsey,"Official portrait,c.1945","(1882-10-30)30 October 1882Elizabeth, New Jersey, U.S.","16 August 1959(1959-08-16)(aged 76)Fishers Island, New York, U.S.","{""Birth name"": ""William Frederick Halsey Jr."", ""Nickname(s)"": ""\""Bull\"" Halsey (in the press)"", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Navy"", ""Years of service"": ""1904–1959[note 1]"", ""Rank"": ""Fleet Admiral"", ""Commands"": ""United States Third FleetSouth Pacific AreaTask Force 16Carrier Division 2NAS PensacolaUSSSaratogaUSSEnterpriseUSSDaleUSSWickesUSSShawUSSFlusser"", ""Battles / wars"": ""World War IFirst Battle of the AtlanticWorld War IIMarshalls–Gilberts raidsDoolittle RaidGuadalcanal CampaignSolomon Islands CampaignOperation CartwheelNew Georgia CampaignBougainville CampaignBattle of Leyte Gulf"", ""Awards"": ""Navy CrossNavy Distinguished Service Medal(4)Army Distinguished Service Medal""}"
p150,Person,Marc Mitscher,"Marc A. Mitscher, then avice admiral(c.1944–45)","January 26, 1887Hillsboro, WisconsinU.S","February 3, 1947(1947-02-03)(aged 60)Norfolk, VirginiaU.S","{""Nickname(s)"": ""\""Pete\"""", ""Place of burial"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Navy"", ""Years of service"": ""1910–1947"", ""Rank"": ""Admiral"", ""Service number"": ""7591"", ""Commands"": ""USSWrightUSSHornetCommander Air, Solomon IslandsFast Carrier Task ForceEighth FleetAtlantic Fleet"", ""Battles / wars"": ""World War IWorld War IIDoolittle RaidBattle of MidwaySolomon Islands campaignBattle of the Philippine SeaBattle of Leyte GulfBattle of Iwo JimaBattle of Okinawa"", ""Awards"": ""Navy Cross(3)Navy Distinguished Service Medal(3)Legion of Merit""}"
p151,Person,Seventh Fleet,Seventh Fleet Insignia,,,"{""Founded"": ""March 15, 1943(82 years, 4 months)"", ""Country"": ""United States"", ""Branch"": ""United States Navy"", ""Type"": ""Fleet"", ""Part of"": ""United States Pacific Fleet"", ""Garrison/HQ"": ""United States Fleet Activities Yokosuka"", ""Nickname(s)"": ""'Tonkin Gulf Yacht Club' (Vietnam War)"", ""Engagements"": ""World War IIKorean WarSecond Taiwan Strait CrisisVietnam WarOperation Formation StarIndo-Pakistani War of 1971Gulf War1994 North Korean nuclear crisisThird Taiwan Strait Crisis1999 East Timorese crisisGlobal War on Terrorism"", ""Website"": ""https://www.c7f.navy.mil/"", ""Commander"": ""VADMFred Kacher"", ""Vice Commander"": ""RDMLKatie F. Sheldon"", ""Deputy Commander"": ""RDMLKyle Gantt"", ""Fleet Master Chief"": ""CMDCMDaniel K. Field""}"
p152,Person,Arthur S. Carpender,Vice Admiral Arthur S. Carpender,"(1884-10-24)24 October 1884New Brunswick, New Jersey, U.S.","10 January 1960(1960-01-10)(aged 75)Washington, D.C., U.S.","{""Nickname(s)"": ""Chips"", ""Place of burial"": ""Arlington National Cemetery"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1908–1946"", ""Rank"": ""Admiral"", ""Service number"": ""0-6600"", ""Commands"": ""Ninth Naval DistrictSeventh FleetDestroyers,Atlantic FleetDestroyer Squadron 31Destroyer Squadron 32USSNorthamptonUSSMacdonoughSubmarine Division 14USSMaddoxUSSRadfordUSSFanning"", ""Battles / wars"": ""Mexican RevolutionUnited States occupation of VeracruzWorld War IAction of 17 November 1917World War IIBattle of the AtlanticNew Guinea Campaign"", ""Awards"": ""Army Distinguished Service MedalNavy Distinguished Service MedalLegion of Merit(2)Distinguished Service Order(United Kingdom)Commander of the Order of the British Empire(Australia)Grand Officer of theOrder of Orange-Nassau(Netherlands)""}"
p153,Person,William Bostock,"Air Vice Marshal Bill Bostock, 1945","5 February 1892Sydney, New South Wales","28 April 1968(1968-04-28)(aged 76)Benalla, Victoria","{""Allegiance"": ""Australia"", ""Branch"": ""Royal Australian Air Force"", ""Years of service"": ""1914–1946"", ""Rank"": ""Air Vice Marshal"", ""Unit"": ""No. 48 Squadron RFC(1917–1918)"", ""Commands"": ""No. 3 Squadron(1931–1936)RAAF Command(1942–1945)"", ""Battles / wars"": ""World War IGallipoli CampaignWestern FrontWorld War IIPacific WarSouth West Pacific theatre"", ""Awards"": ""Companion of the Order of the BathDistinguished Service OrderOfficer of the Order of the British EmpireCroix de guerre(Belgium)Medal of Freedom with Silver Palm(US)"", ""Other work"": ""Member forIndi(1949–1958)""}"
p154,Person,Stanley Savige,"CaptainStanley Savige of the Australian Imperial Force, 1918","(1890-06-26)26 June 1890Morwell, Victoria","15 May 1954(1954-05-15)(aged 63)Kew, Victoria","{""Nickname(s)"": ""Stan"", ""Buried"": ""Boroondara General Cemetery"", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1915–1946"", ""Rank"": ""Lieutenant General"", ""Service number"": ""VX13"", ""Commands"": ""II Corps(1944–45)New Guinea Force(1944)I Corps(1944)3rd Division(1942–44)17th Infantry Brigade(1939–41)10th Infantry Brigade(1935–39)24th Infantry Battalion(1928–35)37th Infantry Battalion(1924–28)Urmia Force (1918)"", ""Battles / wars"": ""First World WarGallipoli CampaignBattle of PozièresBattle of Mouquet FarmBattle of BullecourtBattle of PasschendaeleCaucasus CampaignBattle of BakuSecond World WarNorth African CampaignBattle of GreeceSyria–Lebanon CampaignNew Guinea campaignOperation CartwheelBougainville Campaign"", ""Awards"": ""Knight Commander of the Order of the British EmpireCompanion of the Order of the BathDistinguished Service OrderMilitary CrossMentioned in Despatches(4)Greek War Cross(Class A)"", ""Other work"": ""Founder,Legacy AustraliaDirector, Olympic Tyre & Rubber Co. LtdChairman, Moran & Cato Ltd.Chairman, Central War Gratuity BoardCommissioner, State Savings Bank of Victoria""}"
p155,Person,Edward Milford,"Brigadier Milford (left) and Major GeneralLavarack, commander of the 7th Division, on a troopship traveling to the Middle East, October 1940.","(1894-12-10)10 December 1894Prahran, Victoria","10 June 1972(1972-06-10)(aged 77)Macleod, Victoria","{""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1915–1948"", ""Rank"": ""Major General"", ""Service number"": ""VX12014"", ""Commands"": ""Deputy Chief of the General Staff(1946)7th Division(1944–46)5th Division(1942–43)11th Battery, 4th Field Artillery Brigade (1918)"", ""Battles / wars"": ""First World WarWestern FrontSecond World WarHome FrontNew Guinea campaignBorneo campaign"", ""Awards"": ""Companion of the Order of the BathCommander of the Order of the British EmpireDistinguished Service OrderMentioned in Despatches(3)""}"
p156,Person,George Alan Vasey,Major General Alan Vasey in June 1943,"(1895-03-29)29 March 1895Malvern East, Victoria","5 March 1945(1945-03-05)(aged 49)nearCairns, Queensland","{""Nickname(s)"": ""\""Bloody George\"""", ""Buried"": ""Cairns, Queensland"", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1913–1945"", ""Rank"": ""Major General"", ""Service number"": ""VX9"", ""Commands"": ""7th Division(1942–1944)6th Division(1942)Deputy Chief of the General Staff(1942)19th Infantry Brigade(1941)13th Field Battery (1916–1917)"", ""Battles / wars"": ""First World WarBattle of PozièresBattle of MessinesBattle of PasschendaeleGerman spring offensiveHundred Days OffensiveSecond World WarBattle of GreeceBattle of CreteNew Guinea campaignKokoda Track campaignSalamaua-Lae campaignFinisterre Range campaign"", ""Awards"": ""Companion of the Order of the BathCommander of the Order of the British EmpireDistinguished Service Order&BarMentioned in Despatches(4)Distinguished Service Cross(United States)War Cross(Greece)"", ""Spouse(s)"": ""Jessie Mary Halbert​(m.1921)​""}"
p157,Person,Chester Nimitz,"Official portrait,c.1945–47","(1885-02-24)24 February 1885Fredericksburg, Texas, U.S.","20 February 1966(1966-02-20)(aged 80)San Francisco, California, U.S.","{""Buried"": ""Golden Gate National CemeterySan Bruno, California, U.S."", ""Allegiance"": ""United States"", ""Branch"": ""United States Navy"", ""Years of service"": ""1905–1966[1]"", ""Rank"": ""Fleet Admiral"", ""Service number"": ""5572"", ""Commands"": ""Chief of Naval OperationsPacific Ocean AreasUnited States Pacific FleetBureau of NavigationUSSAugusta(CA-31)USSRigel(AR-11)USSChicago(CA-14)Atlantic Submarine FlotillaUSSSkipjack(SS-24)3rd Submarine Division Atlantic Torpedo FleetUSSNarwhal(SS-17)USSSnapper(SS-16)USSPlunger(SS-2)First Submarine FlotillaUSSDecatur(DD-5)"", ""Battles / wars"": ""See listPhilippine–American WarWorld War IWorld War IIBattle of the Coral SeaBattle of MidwaySolomon Islands campaignBattle of the Philippine SeaBattle of Leyte GulfBattle of Iwo JimaBattle of Okinawa"", ""Awards"": ""Navy Distinguished Service Medal(4)Army Distinguished Service MedalSilver Lifesaving MedalFull list"", ""Alma mater"": ""United States Naval Academy"", ""Relations"": ""Charles Henry Nimitz(grandfather)Chester Nimitz Jr.(son)"", ""Other work"": ""Regent of the University of California"", ""Signature"": """"}"
